channelId,channelTitle,videoId,weight,videoCount
UC2xqHSd6Kap_KrzjRfE3E_A,Caleb Deo,ajuEANket4s,0.008362817674504702,1
UCGRPfrV2hSuBmUllQpP7Gbg,NanliteUSA,F9iytuAKPbg,0.008279189497759656,1
UCCpaYPwr4FPJ2GdKrNg3iVA,bnsf8136,vktzoOlz4Io,0.008279189497759656,1
UC1HszLdrDQrW3tAel2pgPhA,Davis Moore,qUNnOCvMIdo,0.008279189497759656,1
UCWl_LrRgPTrHEcU2YoKYWCQ,Nitish k editz ,bKbHF6PkCa8,0.008279189497759656,1
UCOe1D7H1WtrLAr2X8CAY3ng,Mitch Green,3MDTqjdDxAs,0.008196397602782058,1
UC3DcHBAHTOeN05a8aXpxLVA,STATIC ARCHIVES,WlXfPlx5DUU,0.008196397602782058,1
UCDpNO2_6NTkNAUK6MuaMfeg,Julian Lallo,u3_qYhSxyvA,0.008196397602782058,1
UCQv2f7G8gP0wNosmG5sb46Q,Hard sayani,b83iMfOeCQo,0.008196397602782058,1
UCfo-bNw1Dg-KJekQ9WnS7RA,LK photo,"UDDg53syTmw,Q8s5yRHXuM8,cEf4pcV_JY4",0.008196397602782058,3
UCH3_Mmyv5OFV0vkyF1tz_Iw,Audio University,u_qCh3TIk8w,0.008196397602782058,1
UCFDgOLdbCeQ9X6Rlm8LnVqQ,Gadget Zone,6vL6EJnhZUA,0.008114433626754238,1
UC3dvtYHCP33UG1ZGlIf_B6w,Xing Liu,"BRG_GuTdSFY,3cgTGtmSNaQ",0.008114433626754238,2
UCeHgwTcKWbZhCNmdS96kTPA,Oscarmini,aLfjYv18_H4,0.008114433626754238,1
UCV_Y7XgnjahESbnRe078Ybg,Mark Bennett's Camera Crisis,5hjFx2eMlZ4,0.008114433626754238,1
UCiC1qoGfsBSWjCejE9CrbXw,Mamma Art & Craft,KGDQZo_uYBQ,0.008114433626754238,1
UCUEC8KLgfD9-PDw14cD3u8Q,Chinese photo edit,WqAYewr6ozk,0.008033289290486696,1
UCTj1MHhYiV7qWq_6rQbdjNQ,Jack Woodhams,qadL00TGCmQ,0.008033289290486696,1
UCs4GfhSGFHCfE4EVrLq3QYg,Clickntech,"YZiw71fBKxY,a87VRAc5V0s",0.008033289290486696,2
UC6vdxzH2fgV0F-zot4JXNYw,The Visual Life,huXq9ayJ24c,0.00795295639758183,1
UCo671uh-2D5IpX4H-nBAFTQ,OptiBooster: Level Up Your Life,ULoSqGNzcdk,0.00795295639758183,1
UCXOtu9daapaSt7-VPZDMH5Q,Tokyo Grit and Grain,lqXmFwNYqFQ,0.00795295639758183,1
UCGSqvDoxnbHOdcPp21PCrVg,Rahul Vishnoi Photography,wDO3uFbrSdI,0.00795295639758183,1
UCZK0CMZJr1qbO6kLnks4bGg,Radiansyah,"HrgISt37IWI,YBrUmQk2A_w,HrgISt37IWI",0.00795295639758183,3
UCrrStJLqfMdS9yUoC7qzaXQ,Mukeshmack,PrjPKdSjXyU,0.00795295639758183,1
UCRP6YljbFwt6JWNypfV1ISQ,Maria Eves,9FdzItPPTic,0.00787342683360601,1
UCrq7DRYCcJkvsuC2JGIM4Aw,km creative zone,96FZxIDsC-o,0.00787342683360601,1
UCnz7W7k0ySRBsbg_IfYGMBw,UpTown Films,xvyD5nr7Gpc,0.00787342683360601,1
UC2D5HzdJGBH8sEA5HRgWG8A,Sharechat Guru,J5e4luHoGdI,0.00787342683360601,1
UCyXTzsiMw_IcBgm9Tlz72Sw,Mafi Toys,7oBmFRDUQSQ,0.0077946925652699495,1
UCrHgtwmMYtEWIToTnqC42Dw,Ritik VFX,pYZO0vGBm40,0.0077946925652699495,1
UCmqYXXnU2HLJuAwf35YiXRw,MY CAMERA TALKS,xstsiMhsJNo,0.00771674563961725,1
UCstKlWcN53vO2lfVPqhZm7A,FOTO PRODUK BANDUNG,V2t0HF5mQqs,0.00771674563961725,1
UCsOsljRQ7-peNvA7pBRbtXQ,Ben The Explorer,vpZHnKGJ9JI,0.00771674563961725,1
UCHQQP1tLQIT372OrquzBOzA,Ira's World,o0BLS0GOyAI,0.00771674563961725,1
UClbdrLUa2N-cyQLDsno4WKQ,SoyaCincau,jS-5knB7JC0,0.00771674563961725,1
UC7Wy-UuuwOqHxu4JeVWVX4g,Steve DOES,AZWorRFcUKc,0.007639578183221077,1
UCjogJJIgJ8Hnm1_kqDeBvOw,Nicolas Laffaille,3coqpbG27vk,0.007639578183221077,1
UCn07Sjfc9_KW2G1dspQIh6Q,Dynamic China - 動態中國,LyGsRFPrUvg,0.007639578183221077,1
UCzwwZtiupTJUMFrAPl6Cilg,LeechTM,i85fxmDj8dg,0.007639578183221077,1
UCyYJBjZSVn_dypo2yLO_sGg,Addicted2light,XM8Ln3j3WVg,0.007639578183221077,1
UCEuf8pIzGIt6-7V0SumM8Yg,Sakib Tech,"TL39TqGXLfY,6hUZvnChTWM",0.007639578183221077,2
UCm0IBNqUgXDStp5ZR35aXkg,Worth Review,CoWBy6QsZrU,0.0075631824013888665,1
UC2pYNxeAUo7wKR51VO0QVVw,Doggo Life,KGs_x_2M9gU,0.0075631824013888665,1
UC7y_cRpg8pwimbfeKs-VLSA,TMV Visual Media,iZQ7-ALCThw,0.0075631824013888665,1
UCBgIxCjIfkSHuwCUajbQEuA,GAMErHyNas,"yK4XL3L6dDQ,yK4XL3L6dDQ",0.0075631824013888665,2
UCqmR71aNswGjC3cKkMsJNEA,SB Digital,BmiQLk29FdQ,0.0075631824013888665,1
UCps7yHVJK3BoBeTobs-cTgg,Reyan Tips,iOz-i83oeOA,0.0075631824013888665,1
UCPiIGHGXuZtkDEYN60ptOIw,Jay Yao,k9boeJgm1Lk,0.0074875505773749785,1
UCG6pzhipELbo4QdmAR77ndA,SATISH S2 EDITING,jyzq7khikxc,0.0074875505773749785,1
UCBsN8MfzDYvHbyOFteBbcvQ,Matt Solomon,brMDoiE0p64,0.0074875505773749785,1
UCIfD1CNK-IOTEalYmFyMmqw,Noealz ,2Y2KmE5wyzo,0.0074875505773749785,1
UCpXGnKl8iGmUQULnH_4ruCg,The Art of Landscape Photography with Joshua Snow,3ZqA8Rzo7Ow,0.0074875505773749785,1
UCMe8jyDjOD9uXoB6mOBe9zQ,Jeni Landis,taWv-dMhTQc,0.0074875505773749785,1
UCiof9YSQHD2cawGJXZ8DyBA,GianpaoloGolden,_2F2ulUQZNg,0.0074875505773749785,1
UCylIgBvNzUH6y9n104dNIbA,Father Goose,Uo-WlMyT2rg,0.007412675071601228,1
UCQEJTkDrmOgVmpHc9Mhj_qQ,Momentz Photography,ZcWF6Q8kahg,0.007412675071601228,1
UC_g1DbHCccmT01ZF22Hn9Ww,Tony J Hughes,eJVpziEXiUM,0.007412675071601228,1
UCP-nc74OQhb2QLOI0jCX4eQ,TAMIL REK,zni52JBH-8E,0.007412675071601228,1
UCH51liqq0Va1M7zLnYlATqA,Walid Azami,AOxXTFDyeXM,0.007412675071601228,1
UCflM-3wLVTsdX1dpu9QAmEg,Mr. Frame Addict,0Y_FxOUhWeA,0.007412675071601228,1
UChq59iU3ZYhVZ8C-5NvmgJw,mywildlifeimages,_1ImL3YedKs,0.007412675071601228,1
UC3p-7gxGwwEghTOBdKFTDhw,Sk Salim Editor 3.5M Views 2Hrs ago,9TjwDx-9FZ4,0.007338548320885216,1
UClb648pCJJfPAVaITPWyj2Q,REAPERDOC,VzErFY8gzVw,0.007338548320885216,1
UCTtKVJpuMbtQxnr4BLnTOPQ,Objets Choisis,xWZrICTxgBw,0.007338548320885216,1
UC6eBzU4A5x_ZRZBL6fEco1g,Raufan | Notmegapixels,MugklO31fhU,0.007338548320885216,1
UCBXCc359N8OPFgwzoAFuaww,Be a Photographer,AViK3DyN7VE,0.007338548320885216,1
UCY2g6U8gJp0bCkfi-Hukj2w,ZED photography,vSHMDiVoOAE,0.0072651628376763635,1
UC__r_6ir38zY3QXmNXgG7AA,LAST NIGHT TECH,M9V73Ds7GUQ,0.0072651628376763635,1
UCZVdLU9y8qz0V1Gfj6n5Nqg,vedikajaokar,"aRdDSCaXn4Y,RDdEIgqJbWk",0.0072651628376763635,2
UCFZmKMPBdprzVj1GsgwlaHQ,James Quantz Jr,2Tg2cYaycS0,0.0072651628376763635,1
UC13JTUQScwPBw-Q8qhpSJwA,Dulce Hogar,fzVaUKq4_1g,0.0071925112092996,1
UC5n447l6KlI6I4DlgbGOUbw,Hammad Creations,2uuCEs36_uc,0.0071925112092996,1
UCN5aGcjKN06-kqIafyZ5Z_g,Critsey Rowe,"5r4l8t30ghI,tRG-GXuoIP4,tRG-GXuoIP4",0.0071925112092996,3
UCmRBvhQk2dhKgjagyFai8Uw,Mônica Góis Fotografia,O_z_XfNRYjE,0.007120586097206604,1
UCDXQhdsm2tchgyhCTXyIsaQ,Sekonic,p8gt7MQG7hU,0.007120586097206604,1
UCc6TgL_PICrupEX2tAk_yNA,SamZone,"XkWlEcu2Gio,9tF2sA_HPtw",0.007120586097206604,2
UCQi0T_vKhgyER4yddTUat7g,John Doogan Photographer,24I7tNUbv2Y,0.007120586097206604,1
UCYoU1-SzUvuhXry-Y_hm6ww,GlowLab_beautysalon,UvhPbDy_ZAY,0.007120586097206604,1
UCj_paku3Qlgm8daSGP0jYHg,2Noob4U,"h2DetwVCICM,hqDl2nm4HhM",0.007120586097206604,2
UCggNA4H83bsC3NAmqczZCGg,Dunna Did It,"PKGu-EWZi18,PKGu-EWZi18",0.007120586097206604,2
UC3ycZMdVLuJhEf8QS9j1Bfw,Genevieve's Design Studio,w9XIKKVXw-A,0.007120586097206604,1
UCNLy6UedbvT_GY-MgPrYuDg,Your Life..,1ldLzVYZD-8,0.007049380236234538,1
UChez6IIo3Z1g3HUezkr7jIA,Anjana's Tech Talks Hindi,HRmwsZ6z_fA,0.007049380236234538,1
UC9mi7i2_KEthCozkAFz3AgA,EZ Unreal,CW8hDvJOwGM,0.007049380236234538,1
UCr00OUZJSyLSAO0RkZKIydw,victoryvikas,e8ODSJ73IsY,0.006978886433872193,1
UCVoS4XHpFD_9QG7qDZbC4Zg,Farhan Creative Clicks,zkCAKXLLz4k,0.006978886433872193,1
UCojDR7JfE5mhGAQsIxewFDw,GAMING BOY,d8YpQYIsLqk,0.006978886433872193,1
UCioRnFp0clvyckHv0a2f_bA,SnapNest,H9niN4ducjI,0.006978886433872193,1
UCXX4_ZusZDg02AyK-vIoFyg,A Photographer's Life™,0M9nCP1o4ZQ,0.00690909756953347,1
UCBsoTfFGdIK1sv6tQtSZcKw,Laura Braz,"ZORt5KJejpQ,ZORt5KJejpQ",0.00690909756953347,2
UChJ_-qeJ8rSqDdl9zhkXGSg,SN PHOTOGRAPHY ,"LTDcJCb2BVo,LTDcJCb2BVo",0.006840006593838136,2
UClj4Tq4WoqKTedrvf5lta7A,SAMEER GAMING,CNUz9xjGvcY,0.006840006593838136,1
UCJD9Sol0_KU0iHBa9oFvCPA,MrsureshraazEdits ,FVCYyezTTWM,0.006840006593838136,1
UCDbs3TlSTAYJr3Kv1slRccA,FINEST EDIT ACADEMY,GyYAbS2ViyI,0.006771606527899755,1
UCnYJvw2u3aG9ItwHXm8PbCA,Hudson Henry Photography,Wn68hKKJrnM,0.006771606527899755,1
UCM5iUUGnru80Y14uJyh9fGw,That Art Teacher,CWxWOXYuTgI,0.006771606527899755,1
UCF4yoPCBn0N3Vrfyq2QMNng,Advance Explore ,Smzav-x0Xjw,0.006771606527899755,1
UC4fU2flE2UdOblEOIevbsVQ,Tips and Trick 777,06dPxEys-pA,0.0067038904626207565,1
UCOIPEOBrSd4OJ4OOVgf5E9w,Elinchrom,3PqRHeKTabU,0.0067038904626207565,1
UCzV3TKl4zbJYpfLoVUXXkoQ,Le Tech' de la Photo,XrnXG7nzp14,0.0067038904626207565,1
UCn_Kt_ko-g8-da2dOAnX17A,Chrismith,fUmK20DatqU,0.0067038904626207565,1
UCz1VDjRKvyFt1itI1fl4UVQ,elixxier Software,sWJkw_XfNGc,0.0067038904626207565,1
UCIGKBo2lMXTMq9CJFS9g5QA,Life of duplicate reality ,ZBa6Z00Gwl4,0.006636851557994549,1
UCUWF1GH974PdvEK_0Fu9EdQ,Whisper Mizin,obxSZ1TG8xk,0.006636851557994549,1
UClmCBzNSu89B-gvufC8-09A,Rased Bai Again,LLR3kmn7qJ4,0.006636851557994549,1
UCLpHZZF8Xn_MdrNDB_cZOgw,Andreo Photo,Z-PALL6rta8,0.006636851557994549,1
UCPSIRWKGHzTVr71XuCpypyw,Mike McGee Photography,1O05nGKF8Jc,0.006570483042414603,1
UCS5eXe20W1hq0rHsDoYHGqg,FireEyes Gaming,"iXuJCYpvvJ4,wvZmIvv4zJg",0.006570483042414603,2
UCZqMOusHU3gw6QRjTe_nubg,seb steimel,2Lq2e045GAY,0.006570483042414603,1
UCb7Ugo7xrXsjU3WVk4wFK7A,PiX AMP,UERCswMS2B0,0.006570483042414603,1
UCovKUCvqQwxI1F0tN8ntk5A,JK Editor,dM34iaLZusg,0.006570483042414603,1
UCAsiINRMBdw1UAXiv8Vj4Ww,FALCAM,eVdfZI4-JhE,0.006570483042414603,1
UCuN4A3GCUq5-0wJDSiJoxRQ,Anaysa,0epnrO3zF_k,0.006504778211990457,1
UCd4aA2zlB55KkRfmHSdkIfg,AUSTIN JOBI,"loUHAkglPx0,pIQGJvsXJZ8,kje3dqWiNH0,afQmQRZDUxc",0.006504778211990457,4
UCTV19EOT86peIUDOygjomYg,Wardi Sale,ahHQB4whRBI,0.006504778211990457,1
UCd3XX-ddCRkMZg3qtRKTiSQ,CorelwaliSarkar,VysWQOW3d6U,0.006504778211990457,1
UCQDLNMuXUrxEyHj9jphz7Lg,𝘏𝘕𝘚𝘩𝘰𝘵𝘻,Jt1AHWKd-j0,0.006504778211990457,1
UCONxqIXGapBxArZ4Qz-kxzg,Photo Vision,vhpKuHLIFiM,0.006504778211990457,1
UC9EOAvkMqVWt-643t_XlExQ,Alien Technologies,IU8N10BsMQ4,0.006504778211990457,1
UCgK8c2JMx-j6pgWMUv9Za_Q,Shots by Jev,mMiddS8P2G8,0.006504778211990457,1
UCDndbuvQk2lyHc3KK6HALjg,iPhotography,JHtKISJ-jos,0.006439730429870553,1
UCwmvnX4QShntE5G4RdOBtcw,Richard Herzog Photography,Vro6FcN3QoM,0.006439730429870553,1
UCSydOTATzl5U4DmOa5GRP7Q,Damaniya aravinda,JT9bubuQQko,0.006439730429870553,1
UChM6KEtRK8QcO-CCX8VbNCg,Kanhaiya Growth,KzvrP137k64,0.006439730429870553,1
UCOBA3YrsnljaJTdZ2YlecGA,Thou$earn,L_tunmhqZ90,0.006439730429870553,1
UCGEYn4zZ1ghNwUEKn1anNsA,Primax Designs,ImUhsW1k8J8,0.006375333125571847,1
UCqtugU1w3vASvqNGScsiDkg,life style by mahvi,2Lss88rH818,0.006375333125571847,1
UC4ryBlqWvOQZOBzxVBHWSzQ,Techno News,"RqSBqA2t6lA,wljYvEjHtrI",0.006375333125571847,2
UC_Je0ZOGk46sKUcAtdckmwg,Vinee Studio,b6FXf3KQZFw,0.006375333125571847,1
UCmXsZNEUFN1nmzfHRIGcZ7A,Griniflix - Adventure8,va0vZjh1HZg,0.006375333125571847,1
UCfqHMDdt_kqSmu4PW-NTnNg,Samsung Bulgaria,L7cCabneCt4,0.006375333125571847,1
UCvXePpGCc69GwH__BnsJRag, Barendra Teach ,OT0ehOUJmr4,0.006311579794316129,1
UCjgGPazcVPyyrf4jMnbZjTg,John Peltier,"arKu5pumCbk,U-3bRR9kynU",0.006311579794316129,2
UCLeYB4OtsqSA0k2y5Jqb4QA,JiituBhalavi shorts,1ZRwDy5YV0k,0.006311579794316129,1
UCG6hGFnCfWLhPTUjoc9Jo6Q,Glenn Martin Photography,5E0K_PuNijY,0.006311579794316129,1
UCOL7fS-dUzDFB_4j6EFqoZQ,Travel Hacks,hCvXk5o1TGE,0.006311579794316129,1
UCr0MAAWQG7QrGMAEq6uni9Q,Prasenjeet Photography,1kRjH11iVy8,0.006311579794316129,1
UCdzvq4dgw6xATDVjkG-ysHA,Dream photography143,"iTgmWkmlV5A,iTgmWkmlV5A",0.006248463996372967,2
UC1iJJoJUGM2kxDxdTGpgjlw,SUSHANT ADHIKARI,"gWF0_cWb1O0,LWZB1s33av4",0.006248463996372967,2
UCMCik5cvJ1H1yVJucMiDDdQ,EDB Pictures,iRzv1rJXsrw,0.006248463996372967,1
UCOgekucOeA06vsZ-A56MXkQ,Megafoto Studio,NukY0hHvlzY,0.006248463996372967,1
UCaMrC1eBKaBPdDeVgU_Fq2g,MaxSimson.Photos Emden,CSqjsaoFen4,0.006248463996372967,1
UCi855_jA7_o1Xr3vC5FppVA,Steve Stain Photography ,"xecVIgMVpP0,4WRnEdAVrE0,4WRnEdAVrE0",0.006248463996372967,3
UCJ_0fijmH8IPSpl91PdRDOw,YouTube Movies,f2BMgT0XdYc,0.0061859793564092375,1
UCHPfw_3T5PuK6HaaYdwg3fw,MANWOLF,I8TX9L4Df-w,0.0061859793564092375,1
UCY-NOjrOptCStVaF5s8iAOw,ANYTHING BAYEZID,fLb_VVKRwqU,0.0061859793564092375,1
UCKOtIJfKXP3_q3Av7SpCicg,Blackbirdacademy,ARK6IOokQ2U,0.0061859793564092375,1
UCy9YYB-jKP95dsFGhBMsJ5A,Michael Wright Photo,UFUCQCUCVAM,0.006124119562845145,1
UCsjIKLZHDQDUerra3naTHQA,Ho Young Won,_26YLtt-Ym0,0.006124119562845145,1
UCaQzz5lJ8KV5CLCyiCSyHpA,Pro Editors Club,2dfiRX1HnTo,0.006124119562845145,1
UC1D6afl5GI9oRrRA7PfCMqA,TOP 10's & 5's,7GKWRDiDTjM,0.006124119562845145,1
UC1tVU8H153ZFO9eRsxdJlhA,Technology Gyan,A7428PATzKM,0.0060628783672166935,1
UCHsEbzW4ers0G5dVOhvG1eg,Aman Guides,9OB3XbLzPxc,0.0060628783672166935,1
UC3kDKmssQlAMtIWNbXLqy0g,Namma Paddati,TNm0oz3q-Lw,0.0060628783672166935,1
UCdTp_HTup15kAbAYgDp21WQ,Tinyy World,"X5gXG3_EABk,X5gXG3_EABk,X5gXG3_EABk",0.0060628783672166935,3
UCMNLtGb_e8dZLkXgh-R-kdw,Jazz Mood Gallery,k1RHKPMauM4,0.0060628783672166935,1
UCh9YINba03KN-A60jYW4Kbg,Kunal Chakladar Photography,iK2Mewlh5hk,0.006002249583544526,1
UCtcvYw27doiyMW4n-sf0r0w,We The Curious,cPy79aWKOQQ,0.006002249583544526,1
UCcHpewZhbsdbB5m2kvR1Mag,Christopher Houghton,"3UaouWkey5o,mPqb8YiH0l4",0.006002249583544526,2
UCMPo0w33Wl7mYUt9xX1evQA,SH EDIT ,jYCZ-k4eCWc,0.006002249583544526,1
UCOCBmf04u-nCmZklRnwfZ4g,Anthony Robles Photography,8-UTN3iO6fk,0.006002249583544526,1
UCCcdYjwt6F6iwkMB42ApL_g,Cox Nelson,1xS270sptmI,0.006002249583544526,1
UCwiX0wmgjjLqilh7j9ve8KQ,Ishan Tech Zone ,YQQ4j_qwp64,0.006002249583544526,1
UCGKLA_GOz0ik3KgvMdsabnw,Amadi Obinna,P-RaCjHYEm8,0.005942227087709081,1
UCAqPP39r9zHcAJIPsvWkZZQ,Rani Rangoli,"tVWwsZ0aYwE,gzoMdN9SLmA,kKjJnFhjiis,U4i3Q3ig2EE,UnOTTQBx4_I,EZ6AfMVooy0,gjp8uF2MUXU,dMcw3vH0_8s,AmfT-l1Q74A,5NdH4UNANxk,Ol5Wz1UHLo0,2k8S5Q9r6gc,ppF5KcLvRsw,DC3dpQKGw34,pBv5i1iXPt0",0.005942227087709081,15
UCj7sCA2IPKt85vXsudgPEIw,Adarsh Singh,g2UV7U3b19g,0.005942227087709081,1
UC7_Eehsb05Ez3wziD5GfN1Q,ShortStudy,iI7iZIBeLCk,0.005942227087709081,1
UCy04k9MYzlBsyK1Vjw7CJmw,AZ 24 Studio,bcefq8xldqo,0.00588280481683199,1
UClXCpoGhz7_Jj_A85CkOz-g,SB Pictures,iGWYpimukR8,0.00588280481683199,1
UCDOSBwaB5_bZEomuNwqW6mg,DILJALE TIPS & TRICKS,-VFUAg5N4nA,0.00588280481683199,1
UC52StzjduaYRsdi0NUmXsSg,Happy Vibes Kannada vlogs,G7aftVuCQTQ,0.00588280481683199,1
UCeleFxjOHrkvyxzzuQKxiTQ,SG Editor,gzB4YakfVK4,0.00588280481683199,1
UC9iGxOk-mSSe-cXNWryO4Ew,Mike The Finder,t3vB9q2NL98,0.005823976768663671,1
UCPovx8Hk6SKGeAVweUDeAww,Glenn Prasetya,_G51LWhhqY4,0.005823976768663671,1
UCMsafK1TPQE_9ejy_dp3fKw,Shubham Gahire,"7oC4AHWJSmk,uNU7vSm1NDQ,15NKiF7eSeg",0.005823976768663671,3
UCY_LMaDAoa6hwHKBE4Dx56w,Wondershare Filmora Video Editor,XWhjJjhpmQA,0.005823976768663671,1
UCbOPjvzbp1Jcybw2xegLxeQ,Tech Cave,Squs4U9spWk,0.005823976768663671,1
UCFzngNN37iKIqABaVEh-upA,Genaro Bardy,t4uTALtKHZw,0.005823976768663671,1
UCOiYavrr5gc0Q8y-yJ0kT6g,ZeekoxFF 🅥,"6UYCeBOmHwE,yHFcFGZlYEw,3D_VVzFDtRc,yHFcFGZlYEw,Nx2KYu3DWso,1JPeJJU291M",0.005823976768663671,6
UCrBGqqmOkdtFzf00dM6GUyQ,Pavan Tech,xBKeLhGy_TY,0.0057657370009770335,1
UCblF4A6OSUPnvfot1NqoFDA,Karol Wojcik Paris,ut94im6aehY,0.0057657370009770335,1
UC2x_w10IjCJqoPL3wxJ7i7A,LearnYa Skills Academy,x-2EBPx9XME,0.0057657370009770335,1
UCQaMhe2QmsgowclZAlB2umw,Daily Street Project,g-xOOzXsPF0,0.0057657370009770335,1
UCZzQkeb1i61-BXdeHVavd9Q,praise,nDJ5ln2hR6U,0.0057657370009770335,1
UCGP-9CPm3O3kEUR0P_0VQtQ,The Lance Burkitt Encounter,"A8KM3N8vwf4,A8KM3N8vwf4",0.0057657370009770335,2
UCPKOBb_t72q61oq3yCNwKCg,Jigar Vandarvala,T1orDwISLso,0.005708079630967263,1
UCZh_mE02536SpyZKv5gZh7g,Nature's Nest TV,VfItbOd3CaA,0.005708079630967263,1
UCO2bV3uOR73lHJqqacdNzqA,The Milky Way,1fvTfkUOksw,0.005708079630967263,1
UCBjksVINJZ720oDYTb8Jmdg,vishal vlog,"C1k0HBP-vk8,C1k0HBP-vk8,C1k0HBP-vk8,C1k0HBP-vk8",0.005708079630967263,4
UCBzOLg7NfKeZtNAWqGLLDIg,Samat Driver,"0sbdJyXjmUU,A5Km8g4afos,Ld_PamBrvhs,A_jGMbZZJSw,OAyc2PKb_pY,BsocnWRjhNw,zpumBcSSzPI,NvaXICRPSO8,v-I1yw1DVuQ,NUp1q2Podsw,Cpn5DDEMTEU,pMTzkot3lP4,xfbx3GTntrg",0.005708079630967263,13
UCwuJ4fZ4Ok_KeW4YoAEdHng,James Bottomley,zG4t7y5jMzY,0.005708079630967263,1
UChhdnX9LE5hFg8QJhGihL7Q,World Of Smiles :) ,VdonnW9XrCo,0.005708079630967263,1
UCLjGLqg07W_7GD3Tx1FJm7g,Golu95,"5uXT2Bj-v6I,5uXT2Bj-v6I",0.005708079630967263,2
UCBStUF8ywTtgCvkpYVvi1YQ,Telugu TechTuts,-bsihXfBsa8,0.00565099883465759,1
UC0DJM-gJv2Hoed0WzvemO-Q,Hamzah Kaddour,ir8_yDhVZRk,0.00565099883465759,1
UCPgDMEYAFLaZdScnUQRBffw,iMDY Pro,qO9C6tGZ2F4,0.00565099883465759,1
UC6Zlh6Fy56lW3I0UZJDdK4w,Giri Photography,HqXGnLLykYI,0.00565099883465759,1
UCauS_k8zYJKG0SnhO1ZYVcw,Roni Sidhu,"ytikyZr76V4,wpHlpq7wL0I,klHQ-mR4DgY,9TIQquD06Kg,smGSDXbAhgk,o_Jwzm5i2HQ,IURNAFmbUwg,0VqyDcqtfe4,vk-jF0Q4rFw",0.00565099883465759,9
UCpbXRXa6BjLCsM6hPE8PAeA,Mr studio Official,"JSYZ0_DHHAo,JSYZ0_DHHAo,JSYZ0_DHHAo",0.005594488846311015,3
UCt80GQesfhDAx9dTU-R-HgQ,Brent McCoy II,StZ4WKTY3CQ,0.005594488846311015,1
UCBBjtSlTQRGTu2B1KBT6-6g,Bhomtech,QzsRpO8RZgc,0.005594488846311015,1
UC6U0uzeKWGnJ5J5Pb8pdUfg,Photo Helper,1nb12l2EDcg,0.005594488846311015,1
UCbak0vY9UsMepE1vx28Gobw,Masala Chai Media,y_R8XNXqvH4,0.005594488846311015,1
UCVIMc0253YzvEAYwiirNAzA,LaMan,"L6rXz-FlfGo,sN7mfHaICXQ",0.005594488846311015,2
UC4UtzND5369piWcxWiixYQA,Editor Bahraich,bCmxcUpU1xw,0.005538543957847904,1
UCVjo3pO6YzfTzxdKDav8Diw,Bri & Wes Photography,DBusLsCSwV8,0.005538543957847904,1
UCX0JHmYdFAOr8k8xCvSc0FQ,blenderian,aukE3PVVlDU,0.005538543957847904,1
UCgYeP683j_HHOMGBlcT4zHw,The Justine Files,WfL7lUJ2wls,0.005538543957847904,1
UCzqysOmvwd_Soald9QKOOsA,Arnob,zWrU9HgshzM,0.005483158518269426,1
UCqXcjKAwOf928BmLG9V1jww,Fantasy Wonderland,8BeRXDihM7w,0.005483158518269426,1
UCzzT17GEeEPojZe7FT7skag,Brent Hall,camWIvVZlbU,0.005483158518269426,1
UC4MMu3VKM3TmooNOEQy6BtQ,Create With Pritam,NgY42LjcCwc,0.005483158518269426,1
UCKYR2A_sMsoJYDSZL8uyMqg,Qara Motiv,3Ru4IKAgerQ,0.005483158518269426,1
UCo6q7WmXBNgeS02vZE2KJQA,"Quan L. Smith, Photography",KEyYCWzZo0c,0.005483158518269426,1
UC8QT3PtSNmXrG88mTY_ZYZA,Mazhar Pictures,xWNuknPp9W8,0.005483158518269426,1
UCdVRQcp-mJAkPwZny0CcPfA,Life Style editing,"Rcrka0PpSXA,8iczTcFpWkU",0.005428326933086731,2
UC3qzZvcaOG4C5iNGfBUqqMw,#Sharing is Caring,2D00GNTE2ZI,0.005428326933086731,1
UCUkd37D1efW4k5KkVqCdP4g,Faisal Shabbir,sfuLZ_iNziA,0.005428326933086731,1
UCNdgDtmSD3I--Ng-NSshPug,Tech Rohit,"Heaa2XOlkD0,cHPeTCtla9c",0.005428326933086731,2
UC2LmadE9PkZo6mJmffQFwGA,مذكر البصيص  MBPH,Q6HZMr5D3kI,0.005428326933086731,1
UCLaVwXiYwejGcUuyQM5FKJQ,Janmoni's Life,o19URFOA8TE,0.005374043663755864,1
UCOiaICwF-f4re0EKpkuKDuw,Dhruvin Jain film & academy ,"qPHjkj6DDDk,_ub1UFGfXPE",0.005374043663755864,2
UCS7GEeqVeXMiPRVoTsonE0A,Aden Hendra Gunawan,j64M2ZqQMyk,0.005374043663755864,1
UC58ddrBm7ZdhQSFGPW93--Q,Neelu Sunshine Vlogs,To_whk-IA7w,0.005374043663755864,1
UC9X1s2U3e9gSceT3MrJhRnw,Dane Visuals,JbTkmVs9OVo,0.005374043663755864,1
UClk-ZXQepjbvBR8PvCZYbXg,FUJISHOPid,7LEy6SAKATU,0.005374043663755864,1
UC4Pit1jtUWrLZHqN6wGyLoQ,BKR WALY,"_FxsG0H4nlI,_FxsG0H4nlI,_FxsG0H4nlI,_FxsG0H4nlI,_FxsG0H4nlI",0.005320303227118305,5
